id_terminal,id_cliente,segmento_cliente,setor_cliente,modelo,data_registro
91795187-9,2171148656581898,Grandes contas,Postos de Gasolina,SP930,2025-04-01
48421632-4,6034823678838736,Grandes contas,Automotivos,SP930,2021-03-22
46876393-8,9685195377492663,Varejistas,Mercados,L300,2021-02-08
38234257-8,5157919711121259,Varejistas,Automotivos,S920C,2025-07-17
69211131-9,9599534283644089,Grandes contas,Restaurantes,S920C,2025-04-02
13387634-4,6857467067516913,Empreendedores,Shoppings,L400,2023-11-05
55784379-7,2369149611287942,Varejistas,Tecnologia,L400,2023-11-01
49795905-3,6843021166732904,Grandes contas,Mercados,L400,2024-07-02
51752856-4,7516136968164535,Varejistas,Mercados,ME60,2023-01-25
88238815-0,6722104546171928,Empreendedores,Automotivos,L300,2021-07-31
38800037-0,5096085874951191,Grandes contas,Padarias,L300,2021-02-12
10426936-9,4731217271551884,Grandes contas,Shoppings,LIO V3,2022-08-11
19406877-4,0093582016301597,Grandes contas,Padarias,S920C,2024-12-14
20352257-5,5948534001276223,Varejistas,Shoppings,L300,2024-01-20
78180379-8,7970623972652735,Empreendedores,Automotivos,S920,2025-02-07
98623352-8,0827718129826657,Varejistas,Postos de Gasolina,SP930,2025-07-14
97687975-8,8092550213060906,Empreendedores,Padarias,S920C,2021-06-13
99325851-0,0854327163033563,Grandes contas,Tecnologia,LIO V3,2025-03-01
51462177-8,0513563974892500,Grandes contas,Automotivos,D195,2022-03-18
93010605-6,1775331266109410,Grandes contas,Shoppings,L300,2023-11-29
19088182-4,2242284834927668,Grandes contas,Padarias,D195,2023-08-04
98983634-6,9865504944407663,Varejistas,Shoppings,LIO V3,2022-12-17
89541102-8,2886616801990342,Varejistas,Mercados,L300,2022-07-16
33767594-6,9327272812916350,Empreendedores,Padarias,SP930,2022-09-07
95929218-0,3913325286132394,Grandes contas,Padarias,S920C,2022-08-26
86956727-4,9693084887256394,Grandes contas,Farmacias,L300,2021-11-03
94461020-2,9926138268709777,Varejistas,Mercados,LIO V3,2023-07-11
69894418-0,1759025176298334,Grandes contas,Tecnologia,SP930,2021-07-29
87685354-5,8516225936488208,Empreendedores,Farmacias,SP930,2023-07-10
30252188-8,4952209400371775,Varejistas,Shoppings,L300,2025-06-20
33441641-5,6337618518626713,Grandes contas,Padarias,ME60,2022-09-25
53971038-0,2234232161107603,Grandes contas,Restaurantes,D195,2024-08-03
29651734-6,2959611110286712,Empreendedores,Restaurantes,ME60,2025-01-15
17517599-7,0854327163033563,Empreendedores,Farmacias,LIO V3,2025-01-07
86882816-5,0199488375503758,Varejistas,Postos de Gasolina,L300,2022-03-06
40504238-6,7360776336911289,Empreendedores,Mercados,SP930,2021-09-25
81770152-1,7509263223998213,Empreendedores,Automotivos,S920C,2021-12-26
90449200-8,7245257378747788,Grandes contas,Farmacias,SP930,2023-12-23
29236613-6,4307536661449429,Empreendedores,Mercados,ME60,2024-10-01
80767121-6,7158029090463766,Grandes contas,Mercados,ME60,2024-03-27
99335519-6,5199945295171222,Grandes contas,Shoppings,D195,2021-11-19
96002341-6,3223946121289811,Grandes contas,Tecnologia,S920C,2024-10-24
50993550-0,2602216908875480,Empreendedores,Mercados,LIO V3,2023-06-11
33195712-0,1354741685573952,Empreendedores,Mercados,S920C,2024-09-21
95635415-4,5809961327303461,Empreendedores,Postos de Gasolina,L300,2024-09-30
92027185-5,2943391686708855,Grandes contas,Restaurantes,S920,2023-03-22
17223183-5,1310450258963217,Grandes contas,Postos de Gasolina,L300,2025-07-22
51411266-8,0184514627048281,Empreendedores,Shoppings,LIO V3,2023-10-16
84367308-1,3297150666267055,Grandes contas,Restaurantes,S920,2024-02-20
83070087-4,3845315630930796,Varejistas,Postos de Gasolina,S920,2024-02-01
51896904-3,5927125663836151,Grandes contas,Restaurantes,S920,2025-04-06
51611540-5,4245607540915086,Varejistas,Tecnologia,S920,2024-02-05
33740801-5,2555989534396112,Grandes contas,Postos de Gasolina,D195,2021-10-03
57730234-9,4925192546291486,Varejistas,Postos de Gasolina,D195,2021-05-08
98728841-0,8053100330923271,Varejistas,Shoppings,D195,2023-03-10
58290049-7,8652377729665633,Varejistas,Automotivos,L400,2022-07-03
49174862-4,5965765786800551,Empreendedores,Automotivos,SP930,2022-05-14
99858938-9,0046358068828503,Grandes contas,Automotivos,LIO V3,2021-04-16
88417702-9,9990010898573908,Varejistas,Shoppings,D195,2023-07-05
38013399-8,5514972490322347,Empreendedores,Restaurantes,L400,2022-07-17
31997181-0,2123601863994541,Varejistas,Postos de Gasolina,SP930,2023-03-28
53265342-5,8549004903729545,Grandes contas,Farmacias,S920C,2021-04-18
52623801-6,3710307372607201,Empreendedores,Farmacias,S920C,2025-02-06
53168319-3,4094353344857142,Varejistas,Automotivos,S920,2021-05-23
59266095-7,0290846684550489,Empreendedores,Tecnologia,ME60,2025-04-06
72960123-2,0858877043581128,Varejistas,Postos de Gasolina,S920,2025-03-21
35885543-6,6880316647951279,Empreendedores,Mercados,L300,2024-01-14
96078953-8,7562752800161734,Empreendedores,Mercados,S920C,2023-07-05
81150374-9,9693353900585615,Empreendedores,Farmacias,L300,2023-04-16
57506572-7,7677622827728813,Empreendedores,Automotivos,L400,2023-09-27
86795238-7,8167046861114576,Empreendedores,Farmacias,L400,2024-11-27
91030373-9,0119470720064256,Empreendedores,Tecnologia,S920C,2025-06-02
39793830-0,4225358414384249,Varejistas,Restaurantes,S920C,2023-03-24
64358801-2,2640093339637902,Grandes contas,Padarias,L400,2024-12-29
14923951-7,8097453389062354,Empreendedores,Shoppings,SP930,2024-03-21
45590392-5,8814761742243864,Empreendedores,Padarias,S920,2022-08-06
25706469-9,1243453538115750,Varejistas,Automotivos,L300,2023-05-09
15415715-7,2394071734346609,Empreendedores,Padarias,L300,2021-10-03
43972118-4,0015944633399948,Empreendedores,Automotivos,L400,2021-04-27
21160947-3,9924065838727258,Empreendedores,Automotivos,L300,2021-07-10
13019708-4,0147195979647158,Grandes contas,Shoppings,S920C,2025-06-07
61619059-0,3212440293634094,Grandes contas,Postos de Gasolina,SP930,2022-09-14
69121219-6,9499939330517289,Grandes contas,Farmacias,S920C,2024-07-11
53119878-0,4145456350200053,Empreendedores,Padarias,L400,2023-06-30
61043450-5,1025625889679240,Empreendedores,Farmacias,D195,2021-11-11
27199830-5,0674584760944128,Grandes contas,Automotivos,L300,2022-03-26
23395937-4,0734203197774867,Empreendedores,Automotivos,ME60,2023-03-02
97454554-4,9193511745553706,Varejistas,Padarias,L300,2023-03-05
33305229-4,0668867518571164,Varejistas,Shoppings,S920,2023-08-02
12079760-8,4332262277773316,Varejistas,Padarias,D195,2021-10-17
44754988-3,4580151764296280,Varejistas,Padarias,D195,2022-11-06
64341443-4,5931033700894234,Grandes contas,Mercados,SP930,2022-05-28
63619815-3,7139848228501168,Grandes contas,Postos de Gasolina,ME60,2023-01-09
61952261-0,9552763655647292,Empreendedores,Automotivos,D195,2022-09-05
46802127-2,6033878852858986,Empreendedores,Automotivos,ME60,2023-12-15
69852264-8,6015791150101626,Grandes contas,Tecnologia,SP930,2024-11-22
61180656-6,2463104379686800,Grandes contas,Mercados,LIO V3,2024-03-12
29957772-6,3710307372607201,Empreendedores,Postos de Gasolina,L400,2021-05-04
58956495-3,0622122427677462,Varejistas,Restaurantes,SP930,2021-06-24
22889806-0,8713752988322012,Grandes contas,Farmacias,ME60,2024-05-07
68729793-2,7894332763990460,Grandes contas,Restaurantes,LIO V3,2022-05-31
37618698-4,0443183436953102,Grandes contas,Padarias,S920C,2024-07-28
36111443-1,2448500728895927,Empreendedores,Postos de Gasolina,LIO V3,2024-03-29
54905960-3,9239231260432609,Empreendedores,Automotivos,S920,2025-06-20
25214279-1,6422971252967188,Grandes contas,Tecnologia,L400,2025-04-22
85924383-2,2119158912686498,Empreendedores,Farmacias,L300,2022-08-27
47031715-5,4225790507236887,Varejistas,Shoppings,L400,2023-11-18
52667947-7,5645234286449760,Grandes contas,Tecnologia,D195,2021-09-16
89364140-9,5624220102762126,Empreendedores,Padarias,ME60,2022-09-25
17608415-6,1921249384308948,Grandes contas,Tecnologia,ME60,2025-10-09
40582599-3,9421529108677133,Grandes contas,Mercados,D195,2024-06-12
79362876-2,9272094803695756,Empreendedores,Postos de Gasolina,S920,2022-12-10
59727108-5,6746807154516808,Varejistas,Padarias,S920,2023-12-10
67978831-0,1942179428179340,Empreendedores,Farmacias,S920C,2025-08-16
31319874-1,5916011241158488,Empreendedores,Automotivos,L400,2022-07-15
53044802-7,7593586134174919,Empreendedores,Farmacias,SP930,2022-11-13
20017969-8,8077113062113695,Varejistas,Automotivos,L400,2024-11-27
66809428-7,9261429396856218,Grandes contas,Postos de Gasolina,D195,2025-01-04
82634250-8,2107883127365485,Grandes contas,Postos de Gasolina,S920,2024-04-22
43632299-9,6542140665044271,Varejistas,Postos de Gasolina,S920C,2025-02-01
13480235-8,1942179428179340,Varejistas,Automotivos,ME60,2024-08-24
42005288-4,6101438889937567,Grandes contas,Mercados,S920,2024-05-20
87475654-5,8652785854973348,Empreendedores,Tecnologia,L400,2023-08-08
56309968-3,2748467737826398,Grandes contas,Tecnologia,L400,2024-03-10
62258905-5,7068756707181292,Varejistas,Padarias,D195,2023-02-05
94818933-0,9454490149542770,Grandes contas,Shoppings,SP930,2022-10-17
40299341-3,1635640723247282,Grandes contas,Mercados,L300,2022-10-18
46941011-9,6736576615654527,Grandes contas,Mercados,S920C,2021-11-25
20174070-4,9196570132902278,Empreendedores,Tecnologia,ME60,2022-01-25
17204820-6,4740803149982508,Varejistas,Tecnologia,L400,2025-09-03
88258134-5,9900094065658234,Empreendedores,Farmacias,S920,2023-05-28
33369281-7,4844793656115686,Varejistas,Padarias,LIO V3,2022-02-16
96376260-4,6177067368205068,Varejistas,Automotivos,SP930,2021-09-09
23821034-1,0317489030458809,Grandes contas,Tecnologia,SP930,2021-05-24
19192196-1,6811939781459009,Varejistas,Tecnologia,SP930,2025-03-01
49834068-2,0227433037271862,Varejistas,Farmacias,L300,2021-07-06
65513178-1,4435962458701204,Empreendedores,Shoppings,S920,2024-10-20
75374870-6,2042985144869830,Grandes contas,Mercados,ME60,2025-02-13
48501080-1,8747811282699345,Grandes contas,Restaurantes,SP930,2025-05-11
12758146-7,3438364041209117,Empreendedores,Padarias,L300,2021-03-14
30967087-6,6792287772519966,Grandes contas,Postos de Gasolina,ME60,2022-09-02
52957791-8,8590262976116628,Grandes contas,Postos de Gasolina,D195,2024-10-12
99392535-1,1243453538115750,Varejistas,Restaurantes,ME60,2021-08-29
51420621-8,5538151827238264,Empreendedores,Postos de Gasolina,L300,2022-11-13
20853327-1,6337618518626713,Varejistas,Tecnologia,SP930,2021-10-24
48644859-9,0858877043581128,Grandes contas,Mercados,LIO V3,2025-02-06
62706682-1,2675318057631010,Empreendedores,Tecnologia,LIO V3,2024-10-21
35152281-9,2345506882691776,Grandes contas,Farmacias,S920C,2024-12-28
78606405-7,1090488660732644,Empreendedores,Tecnologia,S920,2021-10-30
67427682-7,3613407451713395,Empreendedores,Padarias,S920C,2023-03-02
39367209-9,3097289623091307,Empreendedores,Postos de Gasolina,LIO V3,2023-01-13
89684093-3,8075957947284639,Varejistas,Shoppings,SP930,2024-05-04
12659953-1,0199488375503758,Varejistas,Padarias,ME60,2022-03-08
51958630-4,5719760932012657,Varejistas,Restaurantes,L400,2023-03-14
31100444-7,3847156756650518,Varejistas,Tecnologia,L300,2022-06-01
22628853-0,5155973714708272,Varejistas,Tecnologia,L300,2024-09-10
39104144-9,8095739405980260,Grandes contas,Postos de Gasolina,L400,2023-03-22
64812923-5,9471990380351489,Grandes contas,Shoppings,L400,2023-08-22
90925291-3,8831141470123503,Empreendedores,Tecnologia,ME60,2022-07-15
36755106-7,1664969028249839,Grandes contas,Farmacias,SP930,2024-12-27
75974746-7,2255174192581476,Grandes contas,Automotivos,S920,2023-04-27
69990687-7,7060566418775803,Grandes contas,Postos de Gasolina,ME60,2025-02-13
99447980-1,2462095200461526,Varejistas,Farmacias,LIO V3,2022-10-28
67523999-7,6218518888806706,Varejistas,Padarias,D195,2025-09-02
21127392-5,4740837819190749,Varejistas,Farmacias,D195,2025-11-08
39977062-4,6371834404963919,Varejistas,Mercados,L400,2023-04-14
94776987-9,4220969029593917,Grandes contas,Restaurantes,ME60,2022-05-26
27600570-1,9643385324725058,Empreendedores,Padarias,LIO V3,2022-11-22
77122428-7,6175518870179993,Varejistas,Automotivos,SP930,2023-08-10
80335189-2,7593586134174919,Varejistas,Shoppings,L400,2025-10-06
51136542-8,7361587366271358,Empreendedores,Mercados,S920,2025-01-11
62733960-5,4493534874016400,Varejistas,Tecnologia,D195,2024-12-14
38890267-6,1199867980793597,Empreendedores,Shoppings,L400,2021-09-11
10323611-1,4564119925512538,Empreendedores,Shoppings,D195,2022-03-30
92894680-9,7156627768962706,Varejistas,Postos de Gasolina,ME60,2024-03-01
65684999-6,5669489930051956,Empreendedores,Postos de Gasolina,LIO V3,2025-04-24
73446008-0,3466661707158796,Empreendedores,Tecnologia,L400,2023-09-28
10822385-4,2945116868548709,Varejistas,Shoppings,L300,2021-07-09
76155186-9,7223959473721329,Grandes contas,Shoppings,S920C,2025-03-04
42186497-0,9335389222471193,Empreendedores,Padarias,S920,2025-03-13
30793342-5,3606229011386047,Grandes contas,Mercados,L400,2022-06-01
60057264-0,9241150509699613,Empreendedores,Mercados,SP930,2024-10-06
95731725-7,0150812473950033,Empreendedores,Automotivos,ME60,2022-05-10
24010182-8,2216417582313348,Varejistas,Tecnologia,L300,2025-06-19
22920794-9,1096789940539103,Grandes contas,Tecnologia,L300,2021-09-27
87024940-3,3596677153902262,Empreendedores,Mercados,LIO V3,2023-03-02
40857969-6,4204164153740513,Grandes contas,Postos de Gasolina,D195,2025-08-31
59425988-6,4299202376669692,Empreendedores,Shoppings,LIO V3,2022-02-08
37212714-3,4800417241553691,Varejistas,Restaurantes,LIO V3,2023-03-26
66111339-4,6999516793350557,Empreendedores,Restaurantes,LIO V3,2022-09-25
27506836-0,7736026064746872,Varejistas,Postos de Gasolina,ME60,2021-02-22
44088545-4,3334264335027160,Grandes contas,Postos de Gasolina,L300,2021-04-11
52114351-5,3189397490961739,Grandes contas,Postos de Gasolina,L300,2023-06-26
52907949-4,8529469021774174,Varejistas,Postos de Gasolina,SP930,2022-03-05
75235952-7,3261117800681149,Varejistas,Farmacias,LIO V3,2025-11-26
62167903-9,3646280550774065,Varejistas,Padarias,L300,2022-11-09
37505344-4,2463104379686800,Empreendedores,Postos de Gasolina,S920C,2021-02-25
98124025-9,9688276970409531,Empreendedores,Mercados,LIO V3,2025-08-03
24176585-8,7199829075515452,Grandes contas,Restaurantes,LIO V3,2025-02-20
99024690-2,9647598762202341,Grandes contas,Tecnologia,LIO V3,2024-03-17
66098533-2,3498529735615266,Empreendedores,Postos de Gasolina,S920C,2024-11-26
43300444-6,4895478769899927,Varejistas,Farmacias,L400,2021-09-09
28714500-2,8639420122341499,Grandes contas,Mercados,LIO V3,2022-06-04
24322302-9,8287533552620294,Varejistas,Farmacias,S920C,2025-02-03
32188694-8,6562774021572312,Empreendedores,Padarias,L400,2024-06-08
98068079-9,0781913505349419,Varejistas,Shoppings,LIO V3,2021-09-12
70783063-6,7209484131284033,Empreendedores,Tecnologia,S920,2024-06-25
19000089-3,2489056708670090,Empreendedores,Mercados,L400,2023-03-22
30090916-4,7748747793599584,Empreendedores,Tecnologia,L400,2021-01-15
99220814-1,5724500000015291,Empreendedores,Postos de Gasolina,SP930,2021-05-28
32153640-8,3646280550774065,Varejistas,Mercados,LIO V3,2022-04-10
84867870-2,3510046277657256,Varejistas,Padarias,S920C,2025-02-12
28576633-4,3613407451713395,Grandes contas,Tecnologia,L300,2023-09-18
97909784-7,7009841643770217,Grandes contas,Automotivos,LIO V3,2024-08-03
50539225-8,5932572287032200,Varejistas,Tecnologia,LIO V3,2023-08-11
81564006-9,2640093339637902,Empreendedores,Mercados,S920C,2021-07-24
76820697-1,7014972682119569,Grandes contas,Restaurantes,S920C,2022-06-07
67814145-1,3023641224740985,Varejistas,Shoppings,D195,2022-06-30
33860305-2,4597155793277011,Empreendedores,Postos de Gasolina,S920,2021-04-01
25645371-1,6467263681541858,Empreendedores,Restaurantes,D195,2023-01-29
26095270-1,2420248374441723,Grandes contas,Shoppings,S920C,2024-12-01
66464387-0,1500141884216309,Grandes contas,Restaurantes,D195,2023-04-06
52425150-6,2673899756341085,Empreendedores,Shoppings,ME60,2021-07-23
11130286-3,9837354033173936,Varejistas,Postos de Gasolina,L400,2025-06-18
68841475-0,9488218849680664,Varejistas,Farmacias,ME60,2023-12-13
59632915-0,1775331266109410,Grandes contas,Automotivos,LIO V3,2021-02-04
32656807-8,8068650863765991,Empreendedores,Postos de Gasolina,LIO V3,2023-07-20
31149385-0,9913650551919396,Empreendedores,Mercados,LIO V3,2022-03-16
54231976-7,1798178904633786,Grandes contas,Farmacias,S920,2021-09-20
58583942-0,5849811846512421,Grandes contas,Automotivos,S920,2023-02-15
88106922-5,0734203197774867,Empreendedores,Mercados,S920,2024-01-14
34109775-4,9230071695007418,Empreendedores,Shoppings,L400,2022-03-13
43900914-8,4746042937178472,Varejistas,Restaurantes,SP930,2023-01-23
69536044-6,7295450380162585,Varejistas,Restaurantes,ME60,2024-04-12
73971507-4,1354741685573952,Empreendedores,Postos de Gasolina,L300,2021-06-08
13432671-1,2234232161107603,Empreendedores,Postos de Gasolina,L300,2025-10-21
13726953-6,2585917793238223,Grandes contas,Restaurantes,LIO V3,2021-05-07
39807281-8,2002585653377730,Grandes contas,Tecnologia,S920,2023-08-08
78520997-2,9311005912975191,Empreendedores,Farmacias,L300,2023-07-05
24283930-0,6562774021572312,Varejistas,Tecnologia,LIO V3,2025-11-15
25239435-9,3265097753967379,Varejistas,Automotivos,S920,2023-09-27
82778413-7,9262654347591604,Empreendedores,Mercados,L300,2022-12-07
25770808-5,1348548420353160,Grandes contas,Mercados,D195,2023-04-29
50190001-8,2368516048175496,Empreendedores,Restaurantes,L400,2024-02-21
19883485-3,5114262582739021,Varejistas,Restaurantes,L300,2025-11-01
88486557-0,7887543943535375,Grandes contas,Tecnologia,L300,2022-04-06
72958172-5,2912127756185374,Grandes contas,Postos de Gasolina,L400,2021-02-04
87704028-9,6713605494692085,Grandes contas,Mercados,SP930,2024-11-21
80510917-7,2766983451502528,Empreendedores,Tecnologia,LIO V3,2022-09-16
10917585-7,1604986037218600,Varejistas,Mercados,LIO V3,2024-08-13
30949439-8,1664969028249839,Varejistas,Padarias,S920C,2024-02-07
46523595-7,2372643205869972,Empreendedores,Shoppings,D195,2024-10-21
80051593-6,6755125427820797,Empreendedores,Mercados,SP930,2024-08-17
37029340-1,3542687447017320,Varejistas,Restaurantes,L400,2022-08-25
28072571-9,6841013282339218,Grandes contas,Postos de Gasolina,D195,2021-03-26
63308339-0,3867077604293987,Grandes contas,Automotivos,S920C,2023-09-13
50478875-0,6478686237600884,Grandes contas,Padarias,SP930,2025-01-05
49329526-9,2943391686708855,Varejistas,Mercados,D195,2021-11-16
70882730-3,8516225936488208,Grandes contas,Mercados,L300,2024-11-04
12865171-8,2036930914015273,Varejistas,Padarias,S920,2023-04-19
40118350-0,1837629507671621,Grandes contas,Postos de Gasolina,L300,2024-06-07
31500638-7,5393543586449639,Varejistas,Farmacias,SP930,2024-02-13
10456602-2,6596566764099683,Empreendedores,Farmacias,SP930,2025-01-01
79238146-0,2603362027558214,Varejistas,Restaurantes,S920C,2021-04-29
27301044-4,5901751863637454,Grandes contas,Restaurantes,ME60,2024-10-30
57205665-0,4578317456424008,Varejistas,Tecnologia,SP930,2023-04-07
48801083-0,9431487225578564,Varejistas,Padarias,ME60,2022-06-16
62807935-4,1218527341146133,Empreendedores,Restaurantes,S920,2021-03-25
39870525-2,5259710756335357,Varejistas,Postos de Gasolina,LIO V3,2021-12-30
73596943-6,4842294057202590,Empreendedores,Farmacias,LIO V3,2021-03-22
19377895-2,0848965394503754,Grandes contas,Automotivos,L300,2025-08-08
77044223-9,1290036221173277,Varejistas,Automotivos,SP930,2023-07-20
97191317-5,6955922776414900,Varejistas,Farmacias,L300,2025-11-16
29305420-5,4336447026327676,Varejistas,Postos de Gasolina,S920C,2023-09-07
20415789-9,1172264147569001,Varejistas,Farmacias,D195,2022-04-05
46552130-7,0618091901581449,Empreendedores,Shoppings,SP930,2024-09-19
13712369-1,4489880315388824,Grandes contas,Mercados,S920,2021-12-15
77068267-6,9902355770272785,Varejistas,Automotivos,LIO V3,2022-10-08
14692831-1,2435885379821433,Empreendedores,Automotivos,LIO V3,2024-11-07
57395843-7,1578290524922191,Varejistas,Postos de Gasolina,ME60,2025-04-09
79168077-5,3300008863467391,Varejistas,Shoppings,ME60,2022-08-24
63031090-2,3859514346823948,Empreendedores,Shoppings,L300,2021-08-17
43052262-7,6182070669010792,Grandes contas,Tecnologia,L400,2022-10-28
63931151-4,9816934060883561,Grandes contas,Restaurantes,D195,2025-05-21
34589016-2,9821506489090100,Grandes contas,Shoppings,S920C,2024-09-01
70730176-2,3529493074179965,Varejistas,Automotivos,L300,2025-05-30
69464552-2,1476607283268424,Empreendedores,Padarias,LIO V3,2022-12-01
69791280-9,8152787304862515,Grandes contas,Farmacias,D195,2025-10-19
37955815-9,3998245587716947,Empreendedores,Tecnologia,L300,2023-06-15
77574005-0,9650744565726765,Varejistas,Farmacias,ME60,2023-06-18
44334615-3,2038750997700886,Grandes contas,Shoppings,L400,2025-07-23
14473656-8,7009841643770217,Grandes contas,Mercados,SP930,2023-07-27
32015170-1,9212779979955271,Empreendedores,Padarias,D195,2024-12-14
47562120-0,5608320048797888,Grandes contas,Mercados,L400,2024-08-03
66990439-8,2153926693706325,Grandes contas,Tecnologia,ME60,2021-05-27
34572679-7,9865642240592082,Empreendedores,Shoppings,S920C,2023-12-23
73083793-5,4896780826493121,Grandes contas,Tecnologia,SP930,2025-01-21
75521964-3,5572616949637881,Varejistas,Automotivos,S920,2023-09-12
18708607-0,3218122764579389,Empreendedores,Farmacias,L400,2022-08-05
13356404-5,8623690362891775,Varejistas,Postos de Gasolina,D195,2021-05-29
99159705-7,7829114678669125,Grandes contas,Automotivos,D195,2024-04-06
92351218-7,4847385779739824,Varejistas,Shoppings,L300,2022-07-10
46228556-9,0988392053021465,Empreendedores,Mercados,S920,2023-12-23
82811158-0,4307536661449429,Empreendedores,Automotivos,ME60,2023-02-09
77673602-4,6008347612898993,Empreendedores,Mercados,S920,2024-05-28
40835265-6,6014448564510173,Grandes contas,Tecnologia,S920C,2022-09-29
91114757-6,2229464303942904,Empreendedores,Automotivos,LIO V3,2021-03-23
44514839-7,6306670059946966,Varejistas,Mercados,L300,2025-04-16
87946266-8,4907938841368528,Grandes contas,Padarias,D195,2022-09-30
98747881-0,2216417582313348,Varejistas,Automotivos,D195,2025-12-02
18809485-0,9924065838727258,Empreendedores,Restaurantes,D195,2022-05-13
69219591-8,8590964598724089,Grandes contas,Restaurantes,S920,2025-10-31
93889776-2,2063228012698044,Grandes contas,Tecnologia,L400,2025-09-03
43369761-4,5259710756335357,Empreendedores,Padarias,ME60,2021-05-20
78194726-1,6423610326642147,Empreendedores,Automotivos,S920,2024-02-24
94567684-7,1880879919623419,Empreendedores,Farmacias,LIO V3,2022-10-20
27210301-5,6561942557782058,Empreendedores,Restaurantes,S920C,2024-12-13
16154977-0,3703824073333732,Empreendedores,Mercados,SP930,2024-05-09
66863904-9,0166299795453817,Empreendedores,Shoppings,S920,2025-09-12
76925145-9,2060212886652683,Varejistas,Mercados,D195,2021-09-19
43088063-9,0559675779911379,Varejistas,Shoppings,ME60,2024-01-01
28441367-9,9816934060883561,Empreendedores,Automotivos,D195,2024-11-08
72167758-7,1144157281436116,Varejistas,Farmacias,L300,2021-03-09
48493069-5,8548396607344674,Empreendedores,Restaurantes,S920,2021-05-06
97856160-5,2023684855716176,Grandes contas,Restaurantes,ME60,2024-11-03
61816909-4,9629233095849825,Empreendedores,Mercados,D195,2022-10-25
25738828-0,4856371142943000,Grandes contas,Shoppings,ME60,2022-11-24
19000500-2,4295633432447417,Varejistas,Shoppings,L400,2023-10-21
34552779-9,9128965999497320,Empreendedores,Shoppings,L300,2023-12-28
16362203-9,8984841604615402,Varejistas,Postos de Gasolina,ME60,2024-05-08
52580365-1,2423839728339121,Empreendedores,Restaurantes,S920C,2025-09-05
78058316-1,9924065838727258,Empreendedores,Shoppings,S920C,2022-11-04
14052730-1,8287533552620294,Varejistas,Tecnologia,S920,2024-10-06
51484355-5,7312343888048514,Varejistas,Automotivos,S920,2023-11-02
44692399-4,4668865834834835,Empreendedores,Mercados,D195,2023-08-14
41388411-0,0995123972835129,Varejistas,Shoppings,ME60,2022-12-21
96123265-1,0508054914774473,Grandes contas,Farmacias,L400,2024-03-16
37353505-1,2338655963099384,Grandes contas,Tecnologia,D195,2022-03-30
19593337-9,9848704506917679,Varejistas,Padarias,LIO V3,2021-07-28
34924182-3,5380884267233990,Grandes contas,Shoppings,S920C,2024-08-18
89733241-4,2879508304405809,Empreendedores,Postos de Gasolina,L400,2023-06-20
43519408-0,7563558422717266,Grandes contas,Farmacias,L400,2022-12-01
15976187-4,9753585238600304,Varejistas,Automotivos,S920C,2023-10-11
15786404-6,6408572169666309,Grandes contas,Postos de Gasolina,D195,2022-04-20
47323176-0,2654963308334447,Varejistas,Automotivos,LIO V3,2022-04-18
65847022-7,8669327841783765,Grandes contas,Automotivos,L300,2023-03-18
76885393-0,3451100906053088,Grandes contas,Mercados,L400,2025-11-29
73715184-3,0734203197774867,Varejistas,Farmacias,S920C,2022-06-02
95042804-0,1091294431414087,Empreendedores,Restaurantes,D195,2025-07-09
77126840-5,8856846767809645,Grandes contas,Restaurantes,LIO V3,2023-06-06
56975704-9,9191911359966057,Grandes contas,Mercados,L300,2021-08-14
86586115-8,9272094803695756,Grandes contas,Padarias,D195,2025-03-16
30273397-9,5772429543165266,Empreendedores,Restaurantes,S920,2023-03-28
81025622-5,8213356831723667,Grandes contas,Mercados,ME60,2025-06-07
40935609-9,8436604432400615,Empreendedores,Padarias,S920C,2023-03-15
65495074-3,1426471068017703,Empreendedores,Shoppings,L400,2021-06-12
46746093-3,1354621276025082,Grandes contas,Automotivos,D195,2024-05-14
23142777-6,8167663420834812,Grandes contas,Shoppings,D195,2025-03-03
35673399-4,7360776336911289,Empreendedores,Tecnologia,S920C,2022-08-02
68166019-9,6589635957086199,Varejistas,Shoppings,L300,2022-09-21
21201866-1,7809733977671990,Empreendedores,Tecnologia,ME60,2021-05-02
81634077-4,3218122764579389,Empreendedores,Restaurantes,L300,2023-09-06
74791014-2,1221503965586819,Grandes contas,Padarias,D195,2025-05-24
22562333-2,5290509260001101,Varejistas,Restaurantes,ME60,2025-03-14
44716309-4,4220969029593917,Grandes contas,Tecnologia,S920,2024-07-06
92822069-9,1637050049332672,Varejistas,Postos de Gasolina,SP930,2025-07-28
44366107-9,4575757475833920,Grandes contas,Postos de Gasolina,S920,2024-02-24
58512142-1,4391368172031369,Varejistas,Restaurantes,LIO V3,2024-11-30
60493774-6,3484864708213986,Grandes contas,Padarias,LIO V3,2023-07-08
25661988-4,5283372875679813,Grandes contas,Shoppings,SP930,2021-08-11
39916662-5,2438843021781678,Varejistas,Mercados,LIO V3,2022-01-01
43026973-4,6541689392763985,Varejistas,Automotivos,S920,2021-09-12
80915538-4,7429069522233693,Varejistas,Padarias,LIO V3,2024-11-24
26775116-9,8626751199764534,Empreendedores,Restaurantes,LIO V3,2021-02-22
99119044-4,5102506668606734,Empreendedores,Farmacias,L400,2023-09-27
77946312-9,1942179428179340,Empreendedores,Tecnologia,ME60,2022-10-30
81916114-3,9548995299787729,Grandes contas,Tecnologia,SP930,2024-12-18
