id_chamado,id_terminal,id_cliente,tipo_chamado,motivo_chamado,data_abertura_chamado,data_fechamento_chamado
111643817,43516011-6,4740803149982508,MANUTENCAO,OUTROS,2025-12-08,2025-12-12
832172636,58309820-5,1765397054873961,MANUTENCAO,PROBLEMA NA BATERIA,2025-01-21,2025-01-23
896123973,65640081-7,0465586652548374,SUPORTE,MAQUINA NAO LIGA,2024-03-17,2024-03-25
507784994,17944059-1,5129578606940960,MANUTENCAO,PROBLEMA NA TELA,2024-08-21,2024-08-25
322826756,71038841-8,2877383638164321,MANUTENCAO,PROBLEMA NO LEITOR,2022-05-01,2022-05-04
969278416,56982946-7,8003845762055543,SUPORTE,PROBLEMA NA BATERIA,2025-08-29,2025-09-01
887892773,24903439-1,5699929983358768,SUPORTE,PROBLEMA COM TECLADO,2025-03-09,2025-03-16
253227474,48112097-2,8940626078701041,MANUTENCAO,PROBLEMA NO LEITOR,2025-08-18,2025-08-20
824209733,30756902-6,8099839767388724,SUPORTE,PROBLEMA COM CONEXAO,2025-11-25,2025-11-27
167052007,20358130-7,9374529912419049,MANUTENCAO,PROBLEMA COM TECLADO,2024-12-02,2024-12-06
879486717,66348257-7,7744905814770054,MANUTENCAO,PROBLEMA NO LEITOR,2025-01-16,2025-01-21
957767751,79120124-8,1739222931778650,SUPORTE,PROBLEMA COM CONEXAO,2023-04-20,2023-04-24
679195656,94346370-5,4078308306978999,MANUTENCAO,PROBLEMA NO LEITOR,2023-09-01,2023-09-02
454315911,89161204-2,1433629994664509,MANUTENCAO,OUTROS,2025-12-16,2025-12-19
815106405,47033311-9,8167663420834812,MANUTENCAO,OUTROS,2024-03-03,2024-03-06
765249687,21504486-7,8525482421838545,MANUTENCAO,PROBLEMA NA TELA,2024-09-23,2024-09-28
954452646,29382108-5,0002687644867649,SUPORTE,PROBLEMA COM CONEXAO,2025-10-05,2025-10-06
340249558,69215610-0,3717086494269420,MANUTENCAO,PROBLEMA COM CONEXAO,2021-12-22,2021-12-27
223234230,52471285-7,6460773595691922,MANUTENCAO,PROBLEMA NA TELA,2024-04-14,2024-04-16
769373603,17236601-8,9050965688267280,MANUTENCAO,OUTROS,2025-09-26,2025-09-29
430190807,45851775-8,0147195979647158,MANUTENCAO,PROBLEMA NO LEITOR,2025-07-03,2025-07-11
507291872,12709549-4,1220190725873393,MANUTENCAO,PROBLEMA COM TECLADO,2023-07-19,2023-07-22
664724140,79905597-4,3191654308952312,MANUTENCAO,OUTROS,2025-09-29,2025-10-02
793679976,12731836-5,5089273961597640,MANUTENCAO,OUTROS,2021-10-26,2021-10-30
990753983,10323611-1,4564119925512538,MANUTENCAO,PROBLEMA COM CONEXAO,2023-12-29,2024-01-03
844948568,21273966-8,6229521797056603,MANUTENCAO,MAQUINA NAO LIGA,2022-07-06,2022-07-07
868890896,46523595-7,2372643205869972,SUPORTE,PROBLEMA COM TECLADO,2025-01-05,2025-01-11
899582347,99335519-6,5199945295171222,MANUTENCAO,PROBLEMA NO LEITOR,2024-11-14,2024-11-22
995400543,67190677-3,3218122764579389,SUPORTE,PROBLEMA NA TELA,2024-10-22,2024-10-25
683307340,25682562-9,6265511047541212,MANUTENCAO,PROBLEMA COM CONEXAO,2025-12-02,2025-12-03
103254463,44754988-3,4580151764296280,MANUTENCAO,PROBLEMA NA BATERIA,2026-01-03,2026-01-05
793111323,85623623-8,7809733977671990,MANUTENCAO,MAQUINA NAO LIGA,2023-05-19,2023-05-20
469337526,84057275-1,1154617580803889,MANUTENCAO,PROBLEMA COM CONEXAO,2025-01-16,2025-01-19
697754004,98339430-0,2585917793238223,MANUTENCAO,OUTROS,2024-06-15,2024-06-18
449359673,26926289-5,4994717464887719,MANUTENCAO,PROBLEMA COM CONEXAO,2022-02-18,2022-02-25
730012250,55416300-3,4522675289539264,MANUTENCAO,MAQUINA NAO LIGA,2024-08-31,2024-09-08
329824846,11104601-4,5574696606065274,MANUTENCAO,PROBLEMA COM TECLADO,2025-01-04,2025-01-23
555028178,38048221-6,3296762916032484,SUPORTE,PROBLEMA NA BATERIA,2024-08-17,2024-08-19
113717679,37876228-4,5554654268368437,MANUTENCAO,MAQUINA NAO LIGA,2023-06-07,2023-06-10
947196574,24561847-1,5996486287203195,MANUTENCAO,PROBLEMA NA BATERIA,2025-08-20,2025-08-23
280345165,35488922-0,6033878852858986,MANUTENCAO,PROBLEMA NO LEITOR,2025-07-24,2025-07-26
205400775,59364076-6,5044818321928554,MANUTENCAO,MAQUINA NAO LIGA,2023-08-20,2023-08-24
647086339,41557391-8,9062344565574313,SUPORTE,PROBLEMA COM CONEXAO,2025-09-30,2025-10-05
165149099,27561180-6,3590960567303064,MANUTENCAO,PROBLEMA NO LEITOR,2025-09-12,2025-09-28
931906908,88826137-3,7004093045418403,MANUTENCAO,MAQUINA NAO LIGA,2025-09-17,2025-09-22
860602132,17078019-2,1786376731625265,SUPORTE,PROBLEMA NA BATERIA,2024-02-23,2024-02-24
728183719,76513637-7,8787535778811616,SUPORTE,PROBLEMA NA BATERIA,2025-06-21,2025-06-22
107031749,11945284-3,2124139369678976,SUPORTE,PROBLEMA NA BATERIA,2024-11-09,2024-11-10
634058892,65226257-0,6677767555628333,SUPORTE,PROBLEMA NA BATERIA,2023-11-23,2023-11-28
694791620,35113062-1,6182070669010792,MANUTENCAO,PROBLEMA NA BATERIA,2021-04-30,2021-05-03
508794282,77088403-6,4761442787355404,MANUTENCAO,PROBLEMA NO LEITOR,2025-05-23,2025-05-24
789381824,37445069-5,9327104054115262,MANUTENCAO,MAQUINA NAO LIGA,2025-05-30,2025-05-31
881252152,71240406-1,7216880053789318,SUPORTE,MAQUINA NAO LIGA,2025-03-06,2025-03-13
704615158,73488552-5,5137098593174612,MANUTENCAO,OUTROS,2024-07-04,2024-07-12
212568806,43560966-0,1195296353059702,MANUTENCAO,PROBLEMA NA BATERIA,2024-09-25,2024-09-26
420891876,85103508-2,7089410791161146,MANUTENCAO,PROBLEMA NO LEITOR,2025-05-12,2025-05-16
963639005,72194957-2,1373714503118026,MANUTENCAO,PROBLEMA NO LEITOR,2023-12-17,2023-12-23
448493472,72182504-5,4600452128991511,MANUTENCAO,PROBLEMA NA TELA,2025-12-17,2025-12-19
994816550,12646902-0,4890476078623510,SUPORTE,OUTROS,2024-11-14,2024-11-20
895830954,59312960-3,2728090317883643,MANUTENCAO,PROBLEMA NA TELA,2025-12-29,2026-01-05
298393677,78201923-2,0420439407016451,SUPORTE,PROBLEMA NA BATERIA,2023-10-28,2023-11-03
986347328,51496756-5,3542687447017320,SUPORTE,PROBLEMA COM TECLADO,2025-09-22,2025-09-26
865660140,84855360-7,2080820391702634,MANUTENCAO,PROBLEMA COM TECLADO,2024-01-29,2024-01-30
897290834,23411007-8,0578617063048913,MANUTENCAO,PROBLEMA COM CONEXAO,2025-01-06,2025-01-17
992479763,13341214-7,3090915386028262,MANUTENCAO,PROBLEMA NA TELA,2023-03-28,2023-03-29
738587523,32111356-2,4326118900346861,SUPORTE,PROBLEMA NO LEITOR,2022-06-13,2022-06-17
512168351,73783281-6,0194539117766650,MANUTENCAO,PROBLEMA COM CONEXAO,2025-02-13,2025-02-15
469340201,60273168-3,5437882603359101,MANUTENCAO,PROBLEMA NO LEITOR,2024-04-13,2024-04-14
129420653,67261621-8,6269962083479100,MANUTENCAO,OUTROS,2024-07-20,2024-07-28
730364851,77421350-7,1310450258963217,SUPORTE,PROBLEMA NA TELA,2022-10-06,2022-10-14
936223891,73844412-9,7603859770348247,MANUTENCAO,OUTROS,2023-09-08,2023-09-09
225647699,96549590-7,7435404762539501,MANUTENCAO,MAQUINA NAO LIGA,2024-09-09,2024-09-13
859250650,54774913-3,6307028672020095,MANUTENCAO,PROBLEMA NA BATERIA,2023-03-22,2023-03-25
789957993,97590735-6,8249671832582386,MANUTENCAO,PROBLEMA NA BATERIA,2025-10-30,2025-10-31
498673961,28263801-5,1481160499100420,MANUTENCAO,PROBLEMA COM CONEXAO,2025-07-21,2025-07-22
201225246,54612538-5,6033878852858986,SUPORTE,PROBLEMA COM TECLADO,2022-10-25,2022-10-27
735910656,63024090-7,3836806014579232,MANUTENCAO,PROBLEMA COM CONEXAO,2025-11-09,2025-11-12
572343546,66822104-0,6868111433064098,MANUTENCAO,PROBLEMA COM TECLADO,2025-06-01,2025-06-14
269926792,22259939-4,3613407451713395,SUPORTE,PROBLEMA NA BATERIA,2024-09-13,2024-09-19
144266908,68130665-3,3034778660324204,MANUTENCAO,PROBLEMA COM TECLADO,2025-12-01,2025-12-04
947390033,69853645-5,5439044890932253,MANUTENCAO,PROBLEMA COM CONEXAO,2023-07-08,2023-07-11
992744016,10533881-1,2331044817736556,MANUTENCAO,PROBLEMA COM TECLADO,2024-10-08,2024-10-09
266098414,26457685-6,7140344545956600,MANUTENCAO,PROBLEMA NA TELA,2023-08-06,2023-08-08
993562772,55217218-6,4933965049627322,SUPORTE,PROBLEMA NO LEITOR,2025-01-22,2025-01-29
435612017,35312424-1,9926138268709777,MANUTENCAO,PROBLEMA NO LEITOR,2024-03-11,2024-03-17
678034728,37785580-5,4000208601460519,MANUTENCAO,PROBLEMA COM CONEXAO,2023-07-12,2023-07-13
735867496,57112940-4,0223461446627633,MANUTENCAO,PROBLEMA NO LEITOR,2025-02-07,2025-02-09
631968506,76144246-4,9281615814876963,SUPORTE,PROBLEMA NA TELA,2024-11-02,2024-11-03
497969617,61254963-3,7677622827728813,SUPORTE,PROBLEMA COM CONEXAO,2024-07-02,2024-07-07
867408658,19737536-5,0502218169814134,MANUTENCAO,PROBLEMA COM TECLADO,2025-06-04,2025-06-08
899037013,23537607-9,0908581810450243,SUPORTE,PROBLEMA NO LEITOR,2023-12-10,2023-12-11
149034538,15237135-5,4344375758441986,MANUTENCAO,PROBLEMA COM TECLADO,2023-05-29,2023-06-03
506290583,37367373-0,0356243958739592,MANUTENCAO,PROBLEMA COM TECLADO,2025-11-18,2025-11-24
628606959,40835265-6,6014448564510173,SUPORTE,PROBLEMA NA TELA,2024-12-19,2024-12-24
576199719,41988563-1,3319222705102876,MANUTENCAO,PROBLEMA COM TECLADO,2023-03-02,2023-03-04
969172926,88720022-5,4876507752572316,MANUTENCAO,PROBLEMA COM TECLADO,2025-06-28,2025-07-03
143559510,13636587-9,0947775204711671,SUPORTE,MAQUINA NAO LIGA,2024-09-03,2024-09-09
857749112,58290049-7,8652377729665633,SUPORTE,PROBLEMA COM TECLADO,2023-03-21,2023-03-22
638130323,31665427-9,7724434354978729,MANUTENCAO,OUTROS,2025-08-10,2025-08-15
525360314,95625725-5,7905719189866469,MANUTENCAO,PROBLEMA COM CONEXAO,2024-08-14,2024-08-15
540092491,27472303-9,1221215481582686,MANUTENCAO,PROBLEMA NA TELA,2025-04-07,2025-04-09
523418002,43713557-3,2060212886652683,MANUTENCAO,PROBLEMA NA TELA,2025-12-22,2025-12-24
513197327,81572966-6,6192372450184819,MANUTENCAO,PROBLEMA NO LEITOR,2025-08-21,2025-08-25
131400023,52436641-1,3745508428910771,MANUTENCAO,PROBLEMA NO LEITOR,2022-12-06,2022-12-09
450076104,32701719-2,5964587669494715,SUPORTE,PROBLEMA COM CONEXAO,2024-07-06,2024-07-11
123487543,75702105-6,4774349021158693,MANUTENCAO,OUTROS,2025-09-26,2025-09-28
457726393,39924424-4,2302333247073920,MANUTENCAO,PROBLEMA NA TELA,2025-12-04,2025-12-09
169067413,64388464-4,6708061294398529,MANUTENCAO,PROBLEMA COM CONEXAO,2022-05-08,2022-05-12
641874553,86790148-0,4795137116241124,MANUTENCAO,PROBLEMA NA BATERIA,2023-09-23,2023-09-26
432837595,89234573-5,2626367850898977,SUPORTE,MAQUINA NAO LIGA,2024-05-31,2024-06-02
155044099,40592285-2,1349317967060558,MANUTENCAO,PROBLEMA COM TECLADO,2025-06-22,2025-06-24
638657866,28980950-3,1034699673311677,MANUTENCAO,PROBLEMA NA BATERIA,2022-08-02,2022-08-05
881950841,73053550-5,3905529580660138,MANUTENCAO,PROBLEMA NA TELA,2025-01-23,2025-01-24
224074710,63139985-9,4952209400371775,MANUTENCAO,PROBLEMA NA BATERIA,2023-09-22,2023-09-25
797981757,69538978-8,9499939330517289,MANUTENCAO,PROBLEMA COM CONEXAO,2023-11-18,2023-11-22
390714019,66600116-1,1724447232290310,MANUTENCAO,OUTROS,2023-10-24,2023-10-27
282808399,46941136-0,9371645810457346,MANUTENCAO,PROBLEMA COM TECLADO,2024-03-06,2024-03-07
537196058,84187504-4,2585917793238223,MANUTENCAO,PROBLEMA NO LEITOR,2026-01-03,2026-01-05
463031069,49582461-4,5699391426520120,MANUTENCAO,PROBLEMA NA BATERIA,2025-11-05,2025-11-08
998404241,78248170-1,2728167337461215,MANUTENCAO,MAQUINA NAO LIGA,2024-03-26,2024-03-28
443548404,54231976-7,1798178904633786,MANUTENCAO,PROBLEMA COM CONEXAO,2024-06-15,2024-06-18
584266481,76093866-4,1376515881579376,SUPORTE,PROBLEMA NO LEITOR,2025-11-13,2025-11-15
933826936,54020460-9,1249125652373415,SUPORTE,PROBLEMA NO LEITOR,2025-12-29,2026-01-01
190975816,61434502-0,3726032145057661,MANUTENCAO,PROBLEMA NA TELA,2023-02-11,2023-02-16
163071919,97348987-3,1144157281436116,SUPORTE,PROBLEMA NA TELA,2023-10-29,2023-10-31
983331106,99571134-5,1164913342457988,MANUTENCAO,PROBLEMA COM CONEXAO,2025-04-09,2025-04-13
893096219,10594718-6,3009792513271950,MANUTENCAO,PROBLEMA COM CONEXAO,2025-08-08,2025-08-15
687702761,75559149-4,2050898309413490,SUPORTE,PROBLEMA NA TELA,2023-08-23,2023-08-25
500510552,69827712-7,9078263337389877,MANUTENCAO,MAQUINA NAO LIGA,2025-05-14,2025-05-19
453371373,25378741-1,9239231260432609,MANUTENCAO,OUTROS,2025-11-01,2025-11-03
232891882,72978834-9,8955465653170873,MANUTENCAO,MAQUINA NAO LIGA,2023-11-12,2023-11-15
909203751,87653536-0,3454182991269945,MANUTENCAO,MAQUINA NAO LIGA,2025-07-28,2025-07-30
115734650,69009321-8,7496599052702599,SUPORTE,PROBLEMA COM CONEXAO,2022-12-18,2022-12-19
120352983,71469649-4,9771150629179265,MANUTENCAO,MAQUINA NAO LIGA,2025-08-26,2025-09-04
777586560,97968375-6,0508054914774473,MANUTENCAO,PROBLEMA NO LEITOR,2021-12-05,2021-12-07
529785306,75479349-4,8914233029276405,SUPORTE,MAQUINA NAO LIGA,2024-07-26,2024-07-30
289853336,35113062-1,6182070669010792,MANUTENCAO,PROBLEMA COM CONEXAO,2021-11-02,2021-11-04
414339670,67869329-4,5572616949637881,SUPORTE,PROBLEMA COM TECLADO,2021-10-20,2021-10-21
766129913,68566767-8,1828560539707986,MANUTENCAO,PROBLEMA COM TECLADO,2025-11-15,2025-11-23
259121740,60638442-9,8088235130523124,MANUTENCAO,PROBLEMA NA TELA,2023-05-22,2023-05-27
816123492,35598586-6,7254596063399129,SUPORTE,PROBLEMA NO LEITOR,2025-03-18,2025-03-19
864503844,18380663-1,7070578360914985,MANUTENCAO,PROBLEMA NA TELA,2025-06-25,2025-06-30
316264250,57080846-1,5667010651333872,MANUTENCAO,PROBLEMA COM TECLADO,2023-10-26,2023-11-05
998186603,10998547-1,4358841834374018,SUPORTE,PROBLEMA NO LEITOR,2025-08-26,2025-08-30
891269481,27968754-6,8374345096859380,SUPORTE,PROBLEMA COM TECLADO,2025-03-13,2025-03-19
369904427,66139011-8,2707955151229462,MANUTENCAO,PROBLEMA NA TELA,2025-12-07,2025-12-15
105582367,13536226-0,9376904268181845,MANUTENCAO,PROBLEMA COM TECLADO,2025-12-20,2025-12-21
573599418,41508318-6,6739385258001061,MANUTENCAO,PROBLEMA NO LEITOR,2025-05-18,2025-05-23
438359934,76117451-4,2883904733145461,MANUTENCAO,OUTROS,2024-06-07,2024-06-08
526669534,92861908-8,5364991192856728,SUPORTE,PROBLEMA COM TECLADO,2024-08-06,2024-08-09
428599561,23368436-6,1354741685573952,SUPORTE,PROBLEMA COM TECLADO,2023-06-20,2023-06-22
747739063,84534128-9,2086567566184438,MANUTENCAO,PROBLEMA NA BATERIA,2025-11-19,2025-11-21
698614507,87216593-4,0155799802841390,MANUTENCAO,PROBLEMA NA BATERIA,2025-03-07,2025-03-08
960217028,87851575-2,5016731882617024,MANUTENCAO,PROBLEMA NO LEITOR,2024-11-02,2024-11-03
353937205,43777572-0,2385865392768714,MANUTENCAO,PROBLEMA NA TELA,2025-07-21,2025-07-22
430068964,12961615-0,5030587210552472,SUPORTE,PROBLEMA NA TELA,2024-10-13,2024-10-14
295321180,45831783-9,5867036562036344,MANUTENCAO,PROBLEMA COM TECLADO,2023-10-02,2023-10-04
181242212,25729422-4,5364991192856728,MANUTENCAO,PROBLEMA NA BATERIA,2025-01-02,2025-01-03
810616472,88122067-8,5977790147546926,MANUTENCAO,PROBLEMA NA TELA,2025-11-02,2025-11-03
430617584,16139220-6,4469317294763808,MANUTENCAO,OUTROS,2025-09-01,2025-09-02
252136650,26592321-6,9216400698369235,MANUTENCAO,PROBLEMA NO LEITOR,2023-11-23,2023-11-24
746445685,52880921-3,0089876108143561,SUPORTE,PROBLEMA NA BATERIA,2024-01-07,2024-01-11
426913622,87216593-4,0155799802841390,MANUTENCAO,OUTROS,2024-09-09,2024-09-12
520326621,83485470-3,1371576605384444,SUPORTE,PROBLEMA NO LEITOR,2023-06-01,2023-06-04
867993209,30120034-2,1190170756814298,SUPORTE,PROBLEMA NA BATERIA,2024-03-15,2024-03-18
765060773,62436997-5,2640093339637902,SUPORTE,PROBLEMA COM TECLADO,2024-02-27,2024-03-03
609446838,41524575-8,4352408240084271,MANUTENCAO,PROBLEMA NA BATERIA,2024-10-26,2024-10-28
277384326,62167903-9,3646280550774065,MANUTENCAO,PROBLEMA COM TECLADO,2024-09-12,2024-09-21
200435549,70514507-6,4469317294763808,MANUTENCAO,OUTROS,2025-02-21,2025-02-22
738317233,81833630-1,8897284268092826,MANUTENCAO,PROBLEMA COM TECLADO,2023-08-11,2023-08-12
719219116,23142777-6,8167663420834812,MANUTENCAO,PROBLEMA COM TECLADO,2025-06-04,2025-06-05
195104123,77576135-9,9688276970409531,MANUTENCAO,OUTROS,2025-11-05,2025-11-06
566845449,48078283-2,5612481569857002,MANUTENCAO,OUTROS,2024-05-22,2024-05-24
425442167,18063521-8,9063224815542034,SUPORTE,PROBLEMA NA TELA,2024-12-06,2024-12-08
519644599,24181622-3,1433629994664509,MANUTENCAO,OUTROS,2024-06-10,2024-06-16
455448718,70102337-1,8444202248248863,MANUTENCAO,PROBLEMA NO LEITOR,2025-10-17,2025-10-19
762923148,13566476-1,8077113062113695,MANUTENCAO,MAQUINA NAO LIGA,2023-11-05,2023-11-14
831871320,32651348-5,9062344565574313,MANUTENCAO,MAQUINA NAO LIGA,2023-08-19,2023-08-22
842568680,64430519-3,7356582608252637,MANUTENCAO,OUTROS,2024-08-23,2024-08-27
884781901,59847583-5,1700327628058777,SUPORTE,PROBLEMA COM TECLADO,2025-07-10,2025-07-16
153336397,59184207-1,7603859770348247,MANUTENCAO,PROBLEMA COM CONEXAO,2024-02-24,2024-02-26
970113996,91955403-1,8350305641395376,SUPORTE,OUTROS,2023-07-09,2023-07-19
176942339,38221330-2,7980660392051460,MANUTENCAO,PROBLEMA NO LEITOR,2025-08-15,2025-08-19
441831750,81030671-2,2929501437483093,MANUTENCAO,PROBLEMA NA BATERIA,2024-04-01,2024-04-11
740403942,65069195-0,3183933529042284,MANUTENCAO,PROBLEMA NA TELA,2025-12-17,2025-12-23
333027317,50073227-2,1373714503118026,MANUTENCAO,PROBLEMA COM TECLADO,2023-05-21,2023-05-25
873048836,73860394-6,3521189684424648,MANUTENCAO,PROBLEMA NO LEITOR,2024-05-22,2024-05-24
424328812,62971145-6,1509398343018718,MANUTENCAO,PROBLEMA COM CONEXAO,2024-06-18,2024-06-21
262943322,68433456-9,4890476078623510,MANUTENCAO,PROBLEMA NA TELA,2024-02-20,2024-02-24
756914019,93371431-4,1778528922680182,MANUTENCAO,PROBLEMA COM TECLADO,2024-01-25,2024-01-26
690536794,10914257-2,7223989830650312,MANUTENCAO,PROBLEMA COM CONEXAO,2025-07-08,2025-07-09
734735659,47088057-2,5603319036890030,SUPORTE,OUTROS,2025-12-22,2025-12-24
810168806,39075094-7,8861533555439878,MANUTENCAO,PROBLEMA COM CONEXAO,2022-10-02,2022-10-04
316799364,65768027-7,7102481717524214,MANUTENCAO,PROBLEMA NA TELA,2023-08-22,2023-08-26
353775308,83897673-8,9949013334437673,MANUTENCAO,PROBLEMA NA BATERIA,2025-04-09,2025-04-17
996774084,15599529-4,2798552414060293,MANUTENCAO,PROBLEMA COM TECLADO,2023-02-16,2023-02-19
147567409,83273693-1,8898305748839974,SUPORTE,PROBLEMA NA TELA,2023-12-23,2023-12-24
442164162,76952744-4,2927065379473834,MANUTENCAO,PROBLEMA NA TELA,2024-08-02,2024-08-05
618014406,19685272-4,0216979729659027,MANUTENCAO,PROBLEMA NA BATERIA,2025-03-25,2025-03-28
408717807,63825487-2,5155973714708272,MANUTENCAO,PROBLEMA COM CONEXAO,2025-08-07,2025-08-09
379834795,23821034-1,0317489030458809,MANUTENCAO,PROBLEMA NO LEITOR,2024-06-24,2024-06-25
562627291,64587643-7,4717099917381684,SUPORTE,OUTROS,2023-08-31,2023-09-13
687862025,84134475-1,6346157173203093,MANUTENCAO,PROBLEMA COM TECLADO,2023-07-01,2023-07-06
610880512,18167678-6,9055107620918435,MANUTENCAO,MAQUINA NAO LIGA,2025-02-15,2025-02-20
928462980,17463809-3,1512048507665344,MANUTENCAO,PROBLEMA NA TELA,2025-06-27,2025-06-28
642676870,73138819-7,0712615838821764,MANUTENCAO,PROBLEMA NA BATERIA,2024-11-29,2024-11-30
970532208,14540382-7,4907938841368528,SUPORTE,PROBLEMA NA TELA,2021-12-27,2021-12-28
287740947,19579383-2,8562575326033230,MANUTENCAO,OUTROS,2025-11-18,2025-11-20
507830429,22036141-5,2213204104294831,SUPORTE,PROBLEMA NA TELA,2022-09-09,2022-09-16
384379392,11051570-4,0339740148902503,MANUTENCAO,PROBLEMA NO LEITOR,2025-12-15,2025-12-17
608573030,66492929-2,3998245587716947,SUPORTE,PROBLEMA COM TECLADO,2025-01-04,2025-01-06
361598026,64013039-3,9261429396856218,MANUTENCAO,PROBLEMA COM CONEXAO,2024-11-25,2024-11-26
250859310,29507722-7,4767976438156149,MANUTENCAO,PROBLEMA COM CONEXAO,2022-10-17,2022-10-21
226202896,90372034-7,5439044890932253,MANUTENCAO,OUTROS,2025-08-20,2025-08-22
885603888,42494048-1,3296762916032484,MANUTENCAO,MAQUINA NAO LIGA,2022-12-24,2022-12-31
672478135,33603201-8,7685760634942904,MANUTENCAO,PROBLEMA NA BATERIA,2023-07-03,2023-07-04
930198521,71414583-3,9087884434481230,MANUTENCAO,PROBLEMA NO LEITOR,2025-12-05,2025-12-07
260239154,64587643-7,4717099917381684,SUPORTE,PROBLEMA COM CONEXAO,2024-12-15,2024-12-17
852861308,48093401-1,2060212886652683,MANUTENCAO,PROBLEMA NO LEITOR,2024-09-06,2024-09-08
797665608,58547040-2,3956137230817214,MANUTENCAO,PROBLEMA NA BATERIA,2025-04-12,2025-04-17
751063042,69809445-3,7125521376037548,MANUTENCAO,PROBLEMA NA BATERIA,2023-07-31,2023-08-01
208968415,75994374-7,9735020802144270,MANUTENCAO,PROBLEMA NA TELA,2024-08-17,2024-08-19
405901807,56246137-1,3434857133996276,MANUTENCAO,OUTROS,2024-06-21,2024-06-24
892703221,72284373-2,8407664207632713,MANUTENCAO,PROBLEMA NA TELA,2025-05-24,2025-05-29
875504995,36232612-9,7307177613500788,MANUTENCAO,OUTROS,2022-01-24,2022-01-26
139270492,26775116-9,8626751199764534,SUPORTE,OUTROS,2025-08-17,2025-08-23
657564355,50825346-8,9655156419678963,MANUTENCAO,OUTROS,2025-12-06,2025-12-07
115621735,30477653-3,3692233854033699,MANUTENCAO,PROBLEMA COM CONEXAO,2025-05-02,2025-05-06
399536726,85493715-5,6665602336165580,MANUTENCAO,PROBLEMA NA TELA,2024-09-08,2024-09-11
887588888,40455308-0,5585566593983684,SUPORTE,MAQUINA NAO LIGA,2025-08-13,2025-08-19
343743193,89080339-0,7524014843991062,MANUTENCAO,PROBLEMA NO LEITOR,2025-12-08,2025-12-09
324485962,42290416-8,1792025213109622,MANUTENCAO,PROBLEMA NA BATERIA,2025-10-18,2025-10-28
779734579,89851109-8,9180172260164597,MANUTENCAO,MAQUINA NAO LIGA,2024-03-01,2024-03-09
448954904,52208544-7,3753989231324659,MANUTENCAO,PROBLEMA NA TELA,2025-03-30,2025-04-01
883801893,81877447-6,9793183997984914,MANUTENCAO,PROBLEMA COM CONEXAO,2024-01-02,2024-01-06
372376050,88407149-0,0901685647177840,MANUTENCAO,MAQUINA NAO LIGA,2025-06-05,2025-06-06
250535399,51752856-4,7516136968164535,MANUTENCAO,PROBLEMA NA TELA,2025-09-25,2025-09-30
917624339,58180863-9,8590262976116628,MANUTENCAO,PROBLEMA COM TECLADO,2025-04-26,2025-04-27
370481216,46252281-7,7617815969838457,MANUTENCAO,PROBLEMA NO LEITOR,2026-01-03,2026-01-05
595566846,87131954-5,2181883552312432,MANUTENCAO,MAQUINA NAO LIGA,2025-10-02,2025-10-03
460102797,32188694-8,6562774021572312,SUPORTE,PROBLEMA NO LEITOR,2025-05-06,2025-05-13
601833402,90925291-3,8831141470123503,SUPORTE,PROBLEMA COM TECLADO,2022-10-04,2022-10-08
438446804,93701086-5,6678809376165228,MANUTENCAO,PROBLEMA NA TELA,2025-12-10,2025-12-23
247618118,22686205-2,8407033982147823,SUPORTE,PROBLEMA NA BATERIA,2025-10-23,2025-10-26
188787132,89393857-4,5205664742312209,MANUTENCAO,PROBLEMA NO LEITOR,2025-01-06,2025-01-07
487120423,80049021-4,7485972438712951,MANUTENCAO,PROBLEMA NO LEITOR,2025-10-13,2025-10-17
612170531,38416423-9,3669411800537599,MANUTENCAO,PROBLEMA NO LEITOR,2025-12-22,2026-01-05
702573789,11125829-3,1980770460568761,MANUTENCAO,PROBLEMA COM TECLADO,2024-11-03,2024-11-05
283594338,17608415-6,1921249384308948,MANUTENCAO,PROBLEMA COM TECLADO,2025-12-26,2025-12-30
281019151,62971145-6,1509398343018718,MANUTENCAO,PROBLEMA NO LEITOR,2024-12-23,2024-12-28
887933803,58571728-1,2060212886652683,MANUTENCAO,PROBLEMA NO LEITOR,2025-12-20,2025-12-21
448420794,16045005-0,8589944171545444,MANUTENCAO,PROBLEMA COM TECLADO,2025-12-26,2025-12-29
867131088,55840809-6,6708061294398529,MANUTENCAO,PROBLEMA NA TELA,2025-10-13,2025-10-18
997401859,87291103-4,7212646471543799,MANUTENCAO,PROBLEMA NA TELA,2025-12-29,2026-01-03
685893583,80945891-6,1444718939530969,MANUTENCAO,MAQUINA NAO LIGA,2025-05-19,2025-05-21
453677680,56975704-9,9191911359966057,MANUTENCAO,PROBLEMA NA BATERIA,2025-04-09,2025-04-10
987793692,32331292-2,3857368011923603,MANUTENCAO,PROBLEMA NO LEITOR,2021-10-05,2021-10-06
503227191,39145284-3,4140703491074065,MANUTENCAO,PROBLEMA COM TECLADO,2025-08-23,2025-08-25
919029419,60922178-2,4056829962914504,MANUTENCAO,PROBLEMA NO LEITOR,2024-10-20,2024-10-23
894706163,85535778-8,0511021254341230,SUPORTE,OUTROS,2025-12-26,2025-12-27
163780196,24979554-6,6433026509962183,MANUTENCAO,PROBLEMA NA BATERIA,2021-09-12,2021-09-18
848542569,56866275-3,7890751991981775,MANUTENCAO,PROBLEMA COM CONEXAO,2025-07-10,2025-07-16
